model,family,store_id,sku_id,forecast_total_units,forecast_mean_units,test_rows,test_actual_units,test_wape,test_mape,test_mae,test_rmse,test_bias
transformer,dl,STORE0002,SKU0015,160.71071243286133,11.479336602347237,14,102.0,0.6457588345396752,1.6019920554039409,4.704814365931919,5.596769844598569,0.6147431766285616
transformer,dl,STORE0007,SKU0084,291.4532585144043,20.81808989388602,14,196.0,0.5708899206044723,1.4159543564912078,7.992458888462612,9.84371522697835,0.5396211974474848
transformer,dl,STORE0013,SKU0071,264.47876358032227,18.891340255737305,14,195.0,0.5554193545610476,1.014117841242103,7.736198152814593,9.046858208491104,0.4020890651605068
transformer,dl,STORE0002,SKU0063,556.2315979003906,39.73082842145647,14,529.0,0.5417682020335206,0.9929066526561892,20.471098491123744,27.107235966695768,0.3356731321049998
transformer,dl,STORE0005,SKU0045,849.8113327026367,60.700809478759766,14,985.0,0.540433893348965,0.8248977057202486,38.02338463919504,47.34413667469818,0.4687056875470931
transformer,dl,STORE0010,SKU0098,531.6166687011719,37.97261919294085,14,456.0,0.535700471777665,2.0522382021945944,17.448529652186803,21.531411989464704,0.2680787956505491
transformer,dl,STORE0008,SKU0043,598.6030616760254,42.75736154828753,14,765.0,0.5275946124706393,4.631168345865613,28.82927703857422,37.56875212386242,0.2431753819284875
transformer,dl,STORE0006,SKU0063,786.0483818054199,56.14631298610142,14,749.0,0.5179024150120082,0.967514375387611,27.70777920314244,37.35422122553731,0.2976080788789349
transformer,dl,STORE0002,SKU0086,110.57752227783203,7.898394448416574,14,104.0,0.5149925305293157,0.9053192418655492,3.825658798217773,4.554437783603776,0.2129035729628343
transformer,dl,STORE0011,SKU0023,1058.511474609375,75.60796247209821,14,964.0,0.5106292977867285,1.0472076409714304,35.160474504743306,45.84994493489446,0.2458040387798641
transformer,dl,STORE0007,SKU0101,181.8198127746582,12.987129483904157,14,165.0,0.5029349818374171,2.0679934797698403,5.927448000226702,7.504287691301371,0.3122437217018821
transformer,dl,STORE0011,SKU0015,197.7918701171875,14.12799072265625,14,141.0,0.5026601426144863,1.559931299084886,5.062505722045898,6.269806448713823,0.448838768275917
transformer,dl,STORE0009,SKU0069,1015.0608978271484,72.50434984479632,14,1072.0,0.4963883784279894,0.6063011701417024,38.00916726248605,48.21971780025782,0.2082653045654297
transformer,dl,STORE0013,SKU0002,524.1312828063965,37.437948771885466,14,399.0,0.4928310843637414,1.079250713188327,14.04568590436663,16.680566383887776,0.3325908727813185
transformer,dl,STORE0005,SKU0073,170.60709762573242,12.186221258980888,14,127.0,0.4915692487100916,0.5833400641208564,4.459235327584403,5.88615810233516,0.4112512483371524
transformer,dl,STORE0005,SKU0084,394.2459182739258,28.160422733851842,14,296.0,0.4860581578435125,1.3136478447276587,10.276658194405693,12.609549183985308,0.3678224537823651
transformer,dl,STORE0006,SKU0095,460.59221267700195,32.899443762642996,14,373.0,0.4853523704385629,1.290101210490988,12.931173869541713,15.159109698361412,0.2643847324892918
transformer,dl,STORE0013,SKU0025,207.73548126220703,14.838248661586217,14,206.0,0.4789305196225064,0.8539346950721346,7.04712050301688,8.543955665032522,0.4067800762583908
transformer,dl,STORE0001,SKU0019,267.72245025634766,19.12303216116769,14,244.0,0.4784892269822418,0.5444656940543994,8.339383670261928,10.804573833830352,0.2948823131498743
transformer,dl,STORE0001,SKU0024,852.3476219177246,60.88197299412319,14,665.0,0.473496143082927,1.9143363171646388,22.49106679643904,27.65973653657094,0.3025415463555128
transformer,dl,STORE0002,SKU0066,339.68138122558594,24.262955801827566,14,253.0,0.4698000519643188,2.7771011873590425,8.489958081926618,11.46835744537078,0.4380317054718379
transformer,dl,STORE0007,SKU0097,760.779842376709,54.34141731262207,14,650.0,0.4676971259483924,5.1812231102384985,21.714509419032503,27.595327547505672,0.1971268111008864
transformer,dl,STORE0003,SKU0086,98.85025024414062,7.060732160295759,14,117.0,0.4656593127128405,0.9061147786049344,3.891581399100168,4.891902543465859,-0.0334344195504473
transformer,dl,STORE0005,SKU0013,1273.6157913208008,90.97255652291435,14,1453.0,0.4638492350568463,1.9839078063238424,48.14092418125698,67.47871263998061,0.1604685090938602
transformer,dl,STORE0005,SKU0019,270.7956428527832,19.342545918055944,14,248.0,0.4611899545115809,1.2335100557668812,8.169650622776576,10.98954474344926,0.2892390604942075
transformer,dl,STORE0011,SKU0098,615.3119697570801,43.95085498264858,14,576.0,0.4574707945187886,1.9607385704737967,18.82165554591588,23.6643445839272,0.1672115657064649
transformer,dl,STORE0007,SKU0080,835.1550407409668,59.65393148149763,14,717.0,0.4573166021243299,0.6739021750275515,23.42114312308175,30.64776459076325,0.2678211696310855
transformer,dl,STORE0011,SKU0055,221.838623046875,15.845615931919642,14,192.0,0.4569200873374939,0.6157793684851726,6.266332626342773,7.990151032486371,0.1990737318992614
transformer,dl,STORE0004,SKU0076,483.1207275390625,34.50862339564732,14,386.0,0.4511476625432622,0.6324513906788568,12.438785552978516,14.16554880480512,0.2897493233952498
transformer,dl,STORE0003,SKU0060,659.9404792785645,47.13860566275461,14,634.0,0.450990021040763,0.8088896768700938,20.423405238560267,23.97510329695038,0.0699281782757972
transformer,dl,STORE0009,SKU0032,803.0727500915527,57.362339292253765,14,997.0,0.4509013184573251,2.1344943273759447,32.11061532156808,48.26447911901956,0.1849945894813346
transformer,dl,STORE0003,SKU0031,500.140811920166,35.724343708583284,14,713.0,0.4504478261982408,0.5901000891378131,22.94066429138184,28.5550018289112,0.0949622230476283
transformer,dl,STORE0013,SKU0003,193.53195190429688,13.82371085030692,14,142.0,0.448412344489299,0.7875448109906813,4.548182351248605,6.051255042669809,0.3747835830903389
transformer,dl,STORE0008,SKU0047,984.1764450073242,70.29831750052315,14,1012.0,0.4445471857847432,0.5788631410004147,32.1344108581543,36.16590476868582,0.3276135365482375
transformer,dl,STORE0006,SKU0046,1206.2264022827148,86.15902873447963,14,1571.0,0.4433701561940543,0.765116814918786,49.7524653843471,61.17346336285174,0.1723948380963807
transformer,dl,STORE0008,SKU0007,444.8748664855957,31.77677617754255,14,374.0,0.4432344181652375,2.6724282997263527,11.840690885271345,14.057692454252264,0.2123940513733236
transformer,dl,STORE0006,SKU0034,1896.1235046386719,135.43739318847656,14,2432.0,0.4413061141967773,0.9413374356301778,76.66117640904018,93.12839477988432,0.0965390707317151
transformer,dl,STORE0009,SKU0010,480.9947929382324,34.356770924159456,14,379.0,0.4393871377829197,0.7839805557420663,11.894837515694755,14.045469641266388,0.3714657987327878
transformer,dl,STORE0002,SKU0062,212.01544189453125,15.143960135323661,14,188.0,0.4391854874631192,1.5785939176146049,5.8976336887904575,7.530607147162032,0.1833681958786984
transformer,dl,STORE0002,SKU0087,360.3197841644287,25.737127440316335,14,272.0,0.4387841084424188,0.8026597883813907,8.524948392595565,10.667703082532665,0.3744017376619227
transformer,dl,STORE0001,SKU0092,1462.3768005371094,104.45548575265067,14,1319.0,0.4374112699680748,0.7195468655530834,41.21039036342076,51.14658119498304,0.1173265759379146
transformer,dl,STORE0009,SKU0016,332.8866195678711,23.777615683419363,14,347.0,0.4321368654454476,1.3520661250958383,10.710820879255024,13.946848209189216,0.1381773715060451
transformer,dl,STORE0007,SKU0055,170.9064826965332,12.207605906895228,14,138.0,0.4283603723498358,0.8632093368167817,4.222409384591239,5.270348391345128,0.3031309929446897
transformer,dl,STORE0001,SKU0020,768.343334197998,54.881666728428435,14,665.0,0.4270628448715783,0.9666135932662276,20.285485131399973,23.91971726228826,0.1736071192232289
transformer,dl,STORE0007,SKU0066,339.2928123474121,24.235200881958008,14,279.0,0.4253223104716201,0.7778425129347684,8.476066044398717,10.067233313893912,0.3035293633792563
transformer,dl,STORE0012,SKU0091,242.32254791259766,17.308753422328405,14,223.0,0.4240418421313367,0.6237222786104244,6.754380771092007,7.705247124501809,0.2751113566582513
transformer,dl,STORE0008,SKU0029,390.4674987792969,27.890535627092635,14,460.0,0.4230609727942425,1.245561828987565,13.900574820382255,17.614421013978976,0.2486740444017493
transformer,dl,STORE0007,SKU0043,424.027400970459,30.287671497889928,14,512.0,0.4217254817485809,0.794794203495753,15.423103332519531,20.94508540343821,0.2956737875938415
transformer,dl,STORE0009,SKU0099,1259.0318908691406,89.93084934779576,14,1318.0,0.421124060345709,0.8713973986484733,39.64582225254604,47.22055067250413,0.0957359522354982
transformer,dl,STORE0010,SKU0076,402.5920181274414,28.756572723388672,14,354.0,0.4202974502649684,1.6604813264137588,10.627521242414202,13.462218977143625,0.1783701147736802
transformer,dl,STORE0005,SKU0041,1110.2786407470703,79.3056171962193,14,1350.0,0.4195532000506365,0.749554265620399,40.45691571916853,57.500059544480806,0.3357697663483796
transformer,dl,STORE0001,SKU0016,389.02794456481934,27.787710326058523,14,404.0,0.4193066275945984,0.8420643533814126,12.099991253444127,14.329830116482745,0.1367134953489398
transformer,dl,STORE0002,SKU0023,756.8875427246094,54.06339590890067,14,801.0,0.4180092115080758,0.6058332132373206,23.91609845842634,30.333483330790685,0.0666190824853942
transformer,dl,STORE0002,SKU0016,291.7770881652832,20.841220583234513,14,271.0,0.4167674441179226,1.9402169698935556,8.06742695399693,10.24661645562041,0.234963293884953
transformer,dl,STORE0007,SKU0049,536.7448616027832,38.338918685913086,14,502.0,0.4151704491847064,0.5458775354123369,14.88682610648019,16.066325293977794,0.1024994869156187
transformer,dl,STORE0002,SKU0026,972.8417510986328,69.4886965070452,14,1008.0,0.4138024420965285,3.950391332327407,29.793775830950057,38.17760420660189,0.3054630718533955
