model,store_id,sku_id,n,actual_units,wape,mape,mape_coverage,mae,rmse,smape,bias
transformer,STORE0002,SKU0015,14,102.0,0.6457588345396752,1.6019920554039409,1.0,4.704814365931919,5.596769844598569,0.5799887502391993,0.6147431766285616
transformer,STORE0007,SKU0084,14,196.0,0.5708899206044723,1.4159543564912078,1.0,7.992458888462612,9.84371522697835,0.517921384831198,0.5396211974474848
transformer,STORE0013,SKU0071,14,195.0,0.5554193545610476,1.014117841242103,1.0,7.736198152814593,9.046858208491104,0.5216044402263823,0.4020890651605068
transformer,STORE0002,SKU0063,14,529.0,0.5417682020335206,0.9929066526561893,1.0,20.471098491123744,27.107235966695768,0.45860296587980764,0.3356731321049998
transformer,STORE0005,SKU0045,14,985.0,0.540433893348965,0.8248977057202486,1.0,38.02338463919504,47.344136674698184,0.473454674795112,0.46870568754709313
transformer,STORE0010,SKU0098,14,456.0,0.535700471777665,2.0522382021945944,1.0,17.448529652186803,21.531411989464704,0.6024266099762245,0.2680787956505491
transformer,STORE0008,SKU0043,14,765.0,0.5275946124706393,4.631168345865613,1.0,28.82927703857422,37.568752123862424,0.5683892427007599,0.24317538192848753
transformer,STORE0006,SKU0063,14,749.0,0.5179024150120082,0.967514375387611,1.0,27.70777920314244,37.35422122553731,0.4696142205115099,0.2976080788789349
transformer,STORE0002,SKU0086,14,104.0,0.5149925305293157,0.9053192418655491,1.0,3.8256587982177734,4.554437783603776,0.5068103456831462,0.2129035729628343
transformer,STORE0011,SKU0023,14,964.0,0.5106292977867285,1.0472076409714304,1.0,35.160474504743306,45.84994493489446,0.49567157987355825,0.24580403877986418
transformer,STORE0007,SKU0101,14,165.0,0.5029349818374171,2.0679934797698403,1.0,5.927448000226702,7.504287691301371,0.560709330997713,0.3122437217018821
transformer,STORE0011,SKU0015,14,141.0,0.5026601426144863,1.559931299084886,1.0,5.062505722045898,6.2698064487138225,0.4977666290590215,0.448838768275917
transformer,STORE0009,SKU0069,14,1072.0,0.49638837842798944,0.6063011701417024,1.0,38.00916726248605,48.21971780025782,0.42879224502892893,0.2082653045654297
transformer,STORE0013,SKU0002,14,399.0,0.4928310843637414,1.0792507131883273,1.0,14.04568590436663,16.680566383887776,0.48665315172989304,0.33259087278131855
transformer,STORE0005,SKU0073,14,127.0,0.49156924871009167,0.5833400641208564,0.9285714285714286,4.459235327584403,5.88615810233516,0.4904384490547563,0.41125124833715243
transformer,STORE0005,SKU0084,14,296.0,0.4860581578435125,1.3136478447276587,1.0,10.276658194405693,12.609549183985308,0.49956720126039567,0.3678224537823651
transformer,STORE0006,SKU0095,14,373.0,0.48535237043856294,1.2901012104909881,1.0,12.931173869541713,15.159109698361412,0.5030742668729479,0.26438473248929184
transformer,STORE0013,SKU0025,14,206.0,0.47893051962250643,0.8539346950721346,1.0,7.04712050301688,8.543955665032522,0.4540887489463583,0.40678007625839085
transformer,STORE0001,SKU0019,14,244.0,0.4784892269822418,0.5444656940543994,0.9285714285714286,8.339383670261928,10.804573833830352,0.4977674357036882,0.29488231314987434
transformer,STORE0001,SKU0024,14,665.0,0.47349614308292703,1.9143363171646388,1.0,22.491066796439036,27.65973653657094,0.5035237574628619,0.3025415463555128
transformer,STORE0002,SKU0066,14,253.0,0.4698000519643188,2.7771011873590425,1.0,8.489958081926618,11.46835744537078,0.5075473094419215,0.43803170547183795
transformer,STORE0007,SKU0097,14,650.0,0.4676971259483924,5.1812231102384985,1.0,21.714509419032506,27.595327547505672,0.5106338695579541,0.19712681110088642
transformer,STORE0003,SKU0086,14,117.0,0.46565931271284056,0.9061147786049343,1.0,3.8915813991001675,4.891902543465859,0.4874181344550032,-0.03343441955044738
transformer,STORE0005,SKU0013,14,1453.0,0.4638492350568463,1.9839078063238424,1.0,48.14092418125698,67.47871263998061,0.4991079189613731,0.16046850909386023
transformer,STORE0005,SKU0019,14,248.0,0.4611899545115809,1.2335100557668812,1.0,8.169650622776576,10.98954474344926,0.4643850068240794,0.2892390604942075
transformer,STORE0011,SKU0098,14,576.0,0.45747079451878864,1.9607385704737967,1.0,18.821655545915878,23.6643445839272,0.47945384071336733,0.16721156570646498
transformer,STORE0007,SKU0080,14,717.0,0.4573166021243299,0.6739021750275515,0.9285714285714286,23.42114312308175,30.647764590763252,0.5091634021650796,0.2678211696310855
transformer,STORE0011,SKU0055,14,192.0,0.4569200873374939,0.6157793684851726,0.8571428571428571,6.266332626342773,7.990151032486371,0.5675363685812175,0.19907373189926147
transformer,STORE0004,SKU0076,14,386.0,0.4511476625432622,0.6324513906788568,1.0,12.438785552978516,14.16554880480512,0.4346298722544565,0.2897493233952498
transformer,STORE0003,SKU0060,14,634.0,0.450990021040763,0.8088896768700938,1.0,20.423405238560267,23.97510329695038,0.48278109111536127,0.06992817827579728
transformer,STORE0009,SKU0032,14,997.0,0.4509013184573251,2.1344943273759447,1.0,32.11061532156808,48.264479119019555,0.5031051509307314,0.18499458948133463
transformer,STORE0003,SKU0031,14,713.0,0.4504478261982408,0.5901000891378131,1.0,22.940664291381836,28.5550018289112,0.4291541449175084,0.0949622230476283
transformer,STORE0013,SKU0003,14,142.0,0.44841234448929906,0.7875448109906813,0.9285714285714286,4.548182351248605,6.051255042669809,0.47805799360763673,0.37478358309033893
transformer,STORE0008,SKU0047,14,1012.0,0.4445471857847432,0.5788631410004147,1.0,32.1344108581543,36.16590476868582,0.40777817573816433,0.3276135365482375
transformer,STORE0006,SKU0046,14,1571.0,0.44337015619405434,0.765116814918786,1.0,49.7524653843471,61.17346336285174,0.4570441567990393,0.17239483809638073
transformer,STORE0008,SKU0007,14,374.0,0.4432344181652375,2.6724282997263527,1.0,11.840690885271345,14.057692454252264,0.4912202280877507,0.21239405137332365
transformer,STORE0006,SKU0034,14,2432.0,0.44130611419677734,0.9413374356301778,1.0,76.66117640904018,93.12839477988433,0.4506769663913115,0.09653907073171514
transformer,STORE0009,SKU0010,14,379.0,0.4393871377829197,0.7839805557420663,1.0,11.894837515694755,14.045469641266388,0.41535069681608167,0.3714657987327878
transformer,STORE0002,SKU0062,14,188.0,0.4391854874631192,1.5785939176146047,1.0,5.8976336887904575,7.530607147162032,0.4700880080924526,0.18336819587869846
transformer,STORE0002,SKU0087,14,272.0,0.4387841084424188,0.8026597883813907,1.0,8.524948392595565,10.667703082532665,0.4286434522064958,0.37440173766192275
transformer,STORE0001,SKU0092,14,1319.0,0.4374112699680748,0.7195468655530834,0.9285714285714286,41.21039036342076,51.14658119498304,0.5045683181634166,0.11732657593791461
transformer,STORE0009,SKU0016,14,347.0,0.4321368654454476,1.3520661250958383,1.0,10.710820879255023,13.946848209189216,0.4566340577105838,0.1381773715060451
transformer,STORE0007,SKU0055,14,138.0,0.4283603723498358,0.8632093368167817,1.0,4.222409384591239,5.270348391345128,0.4310218002401414,0.30313099294468976
transformer,STORE0001,SKU0020,14,665.0,0.42706284487157836,0.9666135932662276,1.0,20.285485131399973,23.91971726228826,0.4477266600949689,0.17360711922322897
transformer,STORE0007,SKU0066,14,279.0,0.42532231047162017,0.7778425129347684,1.0,8.476066044398717,10.067233313893913,0.43596199468146224,0.3035293633792563
