date,store_id,sku_id,transformer,xgboost
2024-01-01,STORE0001,SKU0001,104.20539093017578,98.83892059326172
2024-01-01,STORE0001,SKU0002,67.86512756347656,66.85975646972656
2024-01-01,STORE0001,SKU0004,96.26004028320312,93.9712905883789
2024-01-01,STORE0001,SKU0006,108.82786560058594,103.84265899658203
2024-01-01,STORE0001,SKU0007,31.32762908935547,25.45051383972168
2024-01-01,STORE0001,SKU0008,27.031517028808594,26.79070281982422
2024-01-01,STORE0001,SKU0010,39.30092239379883,35.05345153808594
2024-01-01,STORE0001,SKU0011,23.679424285888672,18.89118194580078
2024-01-01,STORE0001,SKU0012,47.681861877441406,46.69688034057617
2024-01-01,STORE0001,SKU0014,60.759498596191406,60.37626647949219
2024-01-01,STORE0001,SKU0015,14.577056884765625,11.172673225402832
2024-01-01,STORE0001,SKU0016,27.162033081054688,25.25113868713379
2024-01-01,STORE0001,SKU0017,103.91763305664062,109.97852325439453
2024-01-01,STORE0001,SKU0018,92.04931640625,94.22415161132812
2024-01-01,STORE0001,SKU0019,18.85430145263672,15.169208526611328
2024-01-01,STORE0001,SKU0020,53.3416862487793,48.1442985534668
2024-01-01,STORE0001,SKU0021,59.21056365966797,61.092533111572266
2024-01-01,STORE0001,SKU0023,72.617431640625,70.3066177368164
2024-01-01,STORE0001,SKU0024,58.62208938598633,49.8838996887207
2024-01-01,STORE0001,SKU0026,90.9414291381836,103.72972106933594
2024-01-01,STORE0001,SKU0027,105.30197143554688,118.40306854248047
2024-01-01,STORE0001,SKU0029,27.27029800415039,37.0604362487793
2024-01-01,STORE0001,SKU0030,40.48896026611328,50.26797103881836
2024-01-01,STORE0001,SKU0031,47.715293884277344,55.648128509521484
2024-01-01,STORE0001,SKU0033,88.86940002441406,110.18624114990234
2024-01-01,STORE0001,SKU0035,150.83419799804688,161.8131561279297
2024-01-01,STORE0001,SKU0036,37.514739990234375,47.60818099975586
2024-01-01,STORE0001,SKU0037,89.64228057861328,99.8672866821289
2024-01-01,STORE0001,SKU0038,82.0911865234375,97.61148071289062
2024-01-01,STORE0001,SKU0039,14.699535369873047,17.29851722717285
2024-01-01,STORE0001,SKU0040,19.889896392822266,22.317834854125977
2024-01-01,STORE0001,SKU0041,74.44306945800781,87.43521118164062
2024-01-01,STORE0001,SKU0042,12.1380615234375,16.644569396972656
2024-01-01,STORE0001,SKU0043,40.57296371459961,49.06507110595703
2024-01-01,STORE0001,SKU0045,57.973548889160156,68.80474853515625
2024-01-01,STORE0001,SKU0046,82.17904663085938,93.161865234375
2024-01-01,STORE0001,SKU0047,67.12969970703125,78.04330444335938
2024-01-01,STORE0001,SKU0048,60.63788604736328,73.35565185546875
2024-01-01,STORE0001,SKU0049,51.90123748779297,49.36228561401367
2024-01-01,STORE0001,SKU0050,19.43178939819336,17.192567825317383
