date,store_id,sku_id,catboost,lightgbm,lstm,tide,transformer,xgboost
2024-01-01,STORE0001,SKU0001,100.09575386661729,98.36304854229316,103.46533203125,93.8542760506413,105.9615478515625,106.35015869140625
2024-01-01,STORE0001,SKU0002,69.57345267411998,66.30251013730154,66.33667755126953,62.109385216424585,68.07781219482422,67.23821258544922
2024-01-01,STORE0001,SKU0004,97.80485413981529,97.82352319242739,93.59778594970703,96.89533672954065,99.31190490722656,96.01190185546875
2024-01-01,STORE0001,SKU0006,107.95342115611072,106.43937921202738,102.63971710205078,98.316414996825,106.72431182861328,109.36767578125
2024-01-01,STORE0001,SKU0007,26.2058030428151,26.135907995593286,26.55673599243164,23.558464141440698,32.6262092590332,25.802505493164062
2024-01-01,STORE0001,SKU0008,28.279191648121323,26.76244548434642,24.276168823242188,23.792164091542123,29.53998565673828,26.976024627685547
2024-01-01,STORE0001,SKU0010,35.62156706565696,34.87594684656294,35.27465057373047,35.110733863071204,42.41048812866211,34.83528518676758
2024-01-01,STORE0001,SKU0011,20.232609736406538,20.2102976207038,20.93993377685547,17.968797438664126,24.561500549316406,19.449745178222656
2024-01-01,STORE0001,SKU0012,48.56103847833921,45.33405858439107,43.040802001953125,41.61009677807535,47.80339431762695,47.93897247314453
2024-01-01,STORE0001,SKU0014,61.0173280157315,59.2277598492309,59.371131896972656,56.4313273418483,61.63447189331055,60.43471908569336
2024-01-01,STORE0001,SKU0015,11.752574336889452,11.092533406785314,10.972854614257812,9.334459840895338,14.658889770507812,11.283530235290527
2024-01-01,STORE0001,SKU0016,24.53994969196446,24.16047608697538,23.11978530883789,23.075452992179343,29.064125061035156,25.24262809753418
2024-01-01,STORE0001,SKU0017,106.59640212513989,106.02401969797992,102.05159759521484,91.5061295055176,104.29928588867188,107.06269836425781
2024-01-01,STORE0001,SKU0018,94.42398708765705,92.76672501573081,87.15758514404297,84.1315852505728,98.15142822265625,93.61654663085938
2024-01-01,STORE0001,SKU0019,16.09967485328837,15.39047119790509,15.382194519042969,14.552262682985528,20.49793243408203,15.423418998718262
2024-01-01,STORE0001,SKU0020,48.59555418878298,49.07700757266159,49.624237060546875,45.91644939970164,53.63422393798828,48.35231018066406
2024-01-01,STORE0001,SKU0021,63.06105331910828,60.12402541840682,60.00109100341797,57.36975791543749,63.63370132446289,60.032657623291016
2024-01-01,STORE0001,SKU0023,75.67090268617036,73.08457527983883,72.73539733886719,67.59270496660692,72.96176147460938,72.07862854003906
2024-01-01,STORE0001,SKU0024,49.52069021392873,51.99414767510747,55.62310791015625,46.643438629553216,60.397499084472656,51.41973876953125
2024-01-01,STORE0001,SKU0026,109.03520924913002,108.19492278716963,90.27851867675781,101.30959452633029,95.01744079589844,105.63784790039062
2024-01-01,STORE0001,SKU0027,129.55737189452648,118.41050808189418,118.35273742675781,115.51938784340908,108.74369049072266,109.42400360107422
2024-01-01,STORE0001,SKU0029,39.0607707887464,36.35282921492027,28.24508285522461,29.547406367368517,35.168190002441406,34.783172607421875
2024-01-01,STORE0001,SKU0030,52.91244933529278,48.664344381852885,40.721885681152344,44.46110653641141,46.17228698730469,51.02134704589844
2024-01-01,STORE0001,SKU0031,56.808068952834525,54.82097401380477,48.3914794921875,43.76932134988717,54.45021438598633,55.20094680786133
2024-01-01,STORE0001,SKU0033,116.51419516152123,111.53920267237429,88.66436767578125,98.92492275762022,87.30339050292969,111.22978210449219
2024-01-01,STORE0001,SKU0035,165.9677732006473,157.29097909696142,154.27598571777344,161.72088682057108,145.10467529296875,155.83987426757812
2024-01-01,STORE0001,SKU0036,48.87871408255526,45.844300563169995,36.997947692871094,38.77612196370033,44.47820281982422,46.97423553466797
2024-01-01,STORE0001,SKU0037,101.90018941362166,99.33200641868699,87.98983764648438,87.6512675953401,90.46604919433594,98.20293426513672
2024-01-01,STORE0001,SKU0038,102.9632016061735,97.58546289784464,83.69041442871094,89.13879039464398,87.28697967529297,96.77096557617188
2024-01-01,STORE0001,SKU0039,17.716518392052205,17.424358361072763,14.026115417480469,13.108551969388241,19.828060150146484,17.319732666015625
2024-01-01,STORE0001,SKU0040,22.57603910922435,22.27535809441,18.47515869140625,18.443875810671035,25.632137298583984,22.799280166625977
2024-01-01,STORE0001,SKU0041,89.89273567917063,86.22601742158349,77.0280990600586,76.52497564834957,74.12958526611328,88.1985855102539
2024-01-01,STORE0001,SKU0042,17.81114852763738,17.339484967584685,12.481185913085938,12.045595384382185,17.19021224975586,16.6663818359375
2024-01-01,STORE0001,SKU0043,49.478846599375245,49.15082653976253,41.29642105102539,38.219362593551665,46.09918975830078,49.51588439941406
2024-01-01,STORE0001,SKU0045,73.63965709433992,69.05749926117532,55.08989715576172,54.86009582112702,66.49805450439453,69.93933868408203
2024-01-01,STORE0001,SKU0046,98.77304503793832,94.26073618431698,85.34959411621094,84.171842067612,85.04405212402344,87.71587371826172
2024-01-01,STORE0001,SKU0047,80.40542505182187,78.3944282662463,68.05870056152344,69.14073020994302,69.16725158691406,78.90858459472656
2024-01-01,STORE0001,SKU0048,77.59131701238043,73.03825932521865,62.28516387939453,66.41428710307272,68.44635772705078,73.03919219970703
2024-01-01,STORE0001,SKU0049,48.54828767873563,49.57947193829215,49.02919387817383,44.3305538628389,54.291812896728516,49.09577941894531
2024-01-01,STORE0001,SKU0050,18.079853375472215,18.33349041543113,17.287235260009766,14.273823926148632,22.245235443115234,16.927907943725586
2024-01-01,STORE0001,SKU0051,69.00945201801771,66.8298528132829,70.12496185302734,60.329488918958326,75.39454650878906,68.38166046142578
2024-01-01,STORE0001,SKU0053,30.85863598455861,31.178396231900944,30.83436393737793,27.19696070152877,37.76653289794922,31.13581085205078
2024-01-01,STORE0001,SKU0054,80.08290173912522,78.47887945515653,83.58524322509766,68.35263450793157,90.39447021484375,80.11092376708984
2024-01-01,STORE0001,SKU0055,14.491896056228484,14.863899659400769,14.249889373779297,12.306669700618363,17.420886993408203,14.189108848571777
2024-01-01,STORE0001,SKU0056,23.592621019545387,22.961667527442366,21.182071685791016,21.39978875877603,26.517040252685547,23.763385772705078
2024-01-01,STORE0001,SKU0058,95.56432307281958,96.2109227661488,97.10659790039062,90.4288244834628,98.26608276367188,94.39404296875
2024-01-01,STORE0001,SKU0059,27.535049800487624,28.120601088215427,24.401222229003906,23.400562683237066,29.822120666503906,28.187402725219727
2024-01-01,STORE0001,SKU0060,58.66126285888791,59.76047623462793,60.324668884277344,57.186608238153156,63.24061584472656,59.46379089355469
2024-01-01,STORE0001,SKU0061,89.11506311871776,90.26379932006586,101.25775909423828,85.08826179804402,100.49111938476562,90.78446197509766
2024-01-01,STORE0001,SKU0062,19.563100763038708,19.170215037812167,17.180503845214844,16.041461941644464,21.95486068725586,19.441701889038086
2024-01-01,STORE0001,SKU0063,52.355333514114,52.9969933903475,48.50589370727539,46.04974820283984,54.41913604736328,53.01362609863281
