model,family,store_id,sku_id,forecast_total_units,forecast_mean_units,test_rows,test_actual_units,test_wape,test_mape,test_mae,test_rmse,test_bias
catboost,ml,STORE0011,SKU0023,1016.0514903688804,72.57510645492003,14,964.0,0.5573850998360644,1.2075748900468055,38.37994544585472,50.24882725737248,0.3696079116369521
catboost,ml,STORE0005,SKU0045,884.7058954017137,63.19327824297955,14,985.0,0.5344078720231554,0.8400900183557723,37.59941099591487,47.91668018606671,0.4438852067730155
catboost,ml,STORE0009,SKU0069,912.5628754265413,65.18306253046724,14,1072.0,0.5320944169828609,0.6772619028949204,40.743229643259056,52.877487065533806,0.2976451309150684
catboost,ml,STORE0005,SKU0013,1265.5876158556116,90.39911541825798,14,1453.0,0.5268017559321501,2.356509932587468,54.67449652638671,76.89221333240586,0.3424554709705416
catboost,ml,STORE0002,SKU0063,490.493924432157,35.03528031658264,14,529.0,0.5158821577267002,0.903146069438087,19.49297581695889,24.896826860662934,0.26006149209795
catboost,ml,STORE0010,SKU0098,516.2897959485616,36.8778425677544,14,456.0,0.5141763387272272,2.021361815460167,16.747457889972544,20.6616956427486,0.2812749911174098
catboost,ml,STORE0001,SKU0019,240.54282551979222,17.181630394270872,14,244.0,0.5093514602529374,0.561077944745434,8.877268307265481,11.37379285844727,0.2612204077535524
catboost,ml,STORE0013,SKU0002,491.37449767058257,35.098178405041615,14,399.0,0.5090655662761162,1.1220537922544238,14.508368638869312,17.315828777685294,0.3457650956188462
catboost,ml,STORE0006,SKU0095,430.30120319791536,30.735800228422526,14,373.0,0.5070367581146784,1.378525111485904,13.508907912626787,16.192430291494677,0.320780337250671
catboost,ml,STORE0008,SKU0043,758.4552316737933,54.17537369098523,14,765.0,0.4960337523283941,4.244383611405243,27.10470146651582,34.97853740136817,0.1505146108093876
catboost,ml,STORE0013,SKU0071,229.04053503213603,16.360038216581145,14,195.0,0.495403961106117,0.8178348633836137,6.900269458263773,7.640668820722737,0.2198411579854087
catboost,ml,STORE0006,SKU0063,652.2150344608744,46.586788175776746,14,749.0,0.4881712652091756,0.8574859306543269,26.117162688690893,33.78910108068547,0.1941161970268499
catboost,ml,STORE0007,SKU0084,257.73422848968994,18.40958774926357,14,196.0,0.4753032710430588,1.2744579947436494,6.654245794602824,8.74497577280047,0.3837974546981333
catboost,ml,STORE0002,SKU0086,96.80623442073113,6.914731030052224,14,104.0,0.4718075253618921,0.7618235734962274,3.504855902688341,4.225925667972889,0.0551862019071533
catboost,ml,STORE0008,SKU0029,527.9135161101035,37.708108293578825,14,460.0,0.467366840050616,1.3310660189524486,15.356339030234526,19.54403353351957,0.3491748664695949
catboost,ml,STORE0005,SKU0020,758.2166526800808,54.15833233429148,14,625.0,0.4657116908084616,0.7432540351889331,20.79070048252061,25.997480762525388,0.4050899194416645
catboost,ml,STORE0007,SKU0080,818.1743729097398,58.44102663640998,14,717.0,0.4625380371422803,0.6719249133614109,23.688555187929644,30.38622925293344,0.2251623920808043
catboost,ml,STORE0010,SKU0076,401.74846307906245,28.696318791361602,14,354.0,0.4612284078893168,1.7946176400897529,11.662489742344151,14.478341037156309,0.1915938369699388
catboost,ml,STORE0002,SKU0066,301.3782810508625,21.527020075061607,14,253.0,0.457298151819421,2.6410602251767523,8.264030886450966,10.638860203727148,0.3569681010632119
catboost,ml,STORE0011,SKU0098,558.8643856287465,39.91888468776761,14,576.0,0.4554257024766546,1.743491758477692,18.73751461618236,23.088986499908312,0.0419355432685897
catboost,ml,STORE0007,SKU0049,577.3663722617489,41.24045516155349,14,502.0,0.4544641633278802,0.630741696298804,16.295786427899703,17.612233557433616,0.2032911126803695
catboost,ml,STORE0008,SKU0047,1103.2706770618652,78.8050483615618,14,1012.0,0.4517525371403716,0.5911313252124311,32.65525482757543,36.743037273222505,0.3518628302213671
catboost,ml,STORE0002,SKU0016,255.96527708684212,18.28323407763158,14,271.0,0.4499376838023616,2.022502092164611,8.709508022174285,10.877590809309488,0.1948712191811279
catboost,ml,STORE0007,SKU0101,161.6543104688283,11.546736462059163,14,165.0,0.4494282940126622,2.023913210362099,5.296833465149233,7.408900274133434,0.2778853657918325
catboost,ml,STORE0003,SKU0060,642.4634704441329,45.89024788886663,14,634.0,0.4468256783057861,0.7726832082378007,20.234820003276315,23.57562991792193,0.051172868671522
catboost,ml,STORE0011,SKU0055,237.62109915062481,16.97293565361606,14,192.0,0.4459700582085595,0.6506823766693405,6.116160798288817,8.148656832054177,0.2012516349333862
catboost,ml,STORE0013,SKU0025,250.08916552703215,17.86351182335944,14,206.0,0.4404820505123202,0.789034802132611,6.481378743252711,7.96266328479959,0.3275702672040813
catboost,ml,STORE0006,SKU0034,1932.2942499150945,138.02101785107817,14,2432.0,0.4399780370949146,0.9759087738172716,76.4304704439166,94.32105296950589,0.1502464353368501
catboost,ml,STORE0003,SKU0031,642.8870666966634,45.92050476404739,14,713.0,0.4393205345277893,0.5934221963130736,22.3739672227367,28.561319432706867,0.1300756668225599
catboost,ml,STORE0001,SKU0092,1369.3328036757314,97.80948597683796,14,1319.0,0.4374811465754116,0.6922836803650687,41.21697373806914,50.49248815209936,0.0745067449990817
catboost,ml,STORE0012,SKU0091,214.9443118956965,15.353165135406893,14,223.0,0.4358482684226877,0.6353216712240463,6.942440275589955,8.462344472249745,0.3331367676083868
catboost,ml,STORE0002,SKU0023,764.1496537567692,54.58211812548352,14,801.0,0.4330750209167527,0.6456088517027051,24.77807798245135,32.780930342884,0.1198822231064694
catboost,ml,STORE0007,SKU0097,724.8476854624455,51.77483467588896,14,650.0,0.430584796010253,4.760157987772392,19.99143695761889,26.849601646681933,0.0684796730069581
catboost,ml,STORE0011,SKU0039,270.02570697957293,19.287550498540924,14,264.0,0.4260908176487556,1.7289001450684405,8.034855418519394,9.041143460373371,0.0565788563503529
catboost,ml,STORE0005,SKU0073,154.46364706682982,11.033117647630702,14,127.0,0.4259868419115152,0.4565930511618694,3.864309208768745,4.981656320913778,0.2261410253576551
catboost,ml,STORE0002,SKU0015,133.31991850994962,9.522851322139259,14,102.0,0.42582065670161,1.1692629762962004,3.1024076416831585,3.9257163485542703,0.2979509788793593
catboost,ml,STORE0009,SKU0016,329.31318541906825,23.522370387076304,14,347.0,0.4256730095769817,1.347235955133774,10.55060959451519,13.978527659578171,0.1356485400256571
catboost,ml,STORE0008,SKU0059,391.9625110528726,27.99732221806233,14,364.0,0.425348759182413,0.4088488437403335,11.05906773874274,12.70420130717798,0.1054810433913192
catboost,ml,STORE0009,SKU0032,973.1942684030334,69.51387631450238,14,997.0,0.4236273168091625,1.9405110800057848,30.16831677562393,46.57098985968241,0.1087415679555106
catboost,ml,STORE0005,SKU0084,342.1379307438125,24.438423624558034,14,296.0,0.4228536899242231,1.1705428532191249,8.94033515839786,11.460270284850674,0.2745692751065992
catboost,ml,STORE0007,SKU0043,560.0961483163078,40.00686773687913,14,512.0,0.4190879935305603,0.7802739766277927,15.326646620546208,21.12465916516744,0.2665577477868386
catboost,ml,STORE0009,SKU0057,1162.6122859427262,83.04373471019473,14,986.0,0.4160900599543409,1.0135876916027395,29.30462850821287,38.23076268153849,0.2527120686348029
catboost,ml,STORE0001,SKU0020,702.5188291644778,50.17991636889127,14,665.0,0.4152620549120319,0.935907031681831,19.72494760832152,23.53983557070165,0.1565309986182157
catboost,ml,STORE0002,SKU0043,564.1484444608474,40.296317461489096,14,546.0,0.4132662891106864,0.5347572843713314,16.11738527531677,19.36583799226016,0.3824074532147527
catboost,ml,STORE0001,SKU0024,730.8662756571243,52.20473397550888,14,665.0,0.4131449723769614,1.663737451957067,19.624386187905667,24.648759905521068,0.1517675127463435
catboost,ml,STORE0002,SKU0031,669.2874147054602,47.80624390753287,14,646.0,0.4117998532390697,1.3650470244653616,19.001621799459933,23.603755827757197,0.2588602104121839
catboost,ml,STORE0005,SKU0019,236.6399439996852,16.902853142834655,14,248.0,0.4114249924404627,1.0771045721632713,7.288099866088197,10.28170936479809,0.260852849594927
catboost,ml,STORE0004,SKU0051,1121.7982685302327,80.12844775215947,14,970.0,0.4111190767850363,1.4466763352523888,28.484678891534656,38.29504799441862,0.1571359976446233
catboost,ml,STORE0006,SKU0081,1008.3554658668631,72.02539041906165,14,946.0,0.4077981123417672,0.5903110931012632,27.55550101966513,33.44290931742738,0.078483816429859
catboost,ml,STORE0006,SKU0017,1490.131896230517,106.43799258789407,14,1393.0,0.4077159439153832,1.726505327379162,40.56773641958063,50.35495873248856,0.2003973833612344
catboost,ml,STORE0010,SKU0100,1137.3271095759706,81.2376506839979,14,1076.0,0.4075623417019881,0.6998440055347978,31.32407711938137,37.62175288813763,0.0199649638070215
catboost,ml,STORE0007,SKU0066,307.0542385157823,21.932445608270164,14,279.0,0.4075283609801692,0.7234432176893216,8.121458050961945,9.696425825790694,0.2540485073943929
catboost,ml,STORE0009,SKU0077,761.891692537892,54.420835181278,14,716.0,0.4063705707894444,0.7407824401532012,20.78295204894587,29.78675560930493,0.3632937385765649
catboost,ml,STORE0008,SKU0007,418.77499391057,29.912499565040715,14,374.0,0.4063079655513571,2.3827401703617794,10.854227079729112,13.21077742676103,0.1217267688767149
catboost,ml,STORE0004,SKU0076,403.3560271184264,28.811144794173316,14,386.0,0.4055016781197901,0.5542614501812786,11.180260553874216,12.851924371143005,0.2195297360109531
catboost,ml,STORE0001,SKU0016,368.1724300841547,26.298030720296765,14,404.0,0.4035366434244654,0.7902545495668918,11.644914567391714,13.466753370004328,0.1099257647177603
catboost,ml,STORE0006,SKU0046,1387.9451951688259,99.13894251205899,14,1571.0,0.4021474285517155,0.6929592206780943,45.1266864467675,57.139089808111294,0.1242170776270338
catboost,ml,STORE0007,SKU0061,977.8211679797785,69.84436914141274,14,794.0,0.4014234587958281,0.9511421575145328,22.76644473456339,29.42715556245054,0.3102727108249636
catboost,ml,STORE0003,SKU0050,212.1480545180088,15.153432465572056,14,170.0,0.4010812584811945,0.7577778382318918,4.870272424414504,5.727587348566151,0.1193943410295984
catboost,ml,STORE0002,SKU0062,204.9340130156392,14.638143786831373,14,188.0,0.400766459852199,1.3759149272977764,5.381721032300959,6.732952715007278,0.0130569845076014
catboost,ml,STORE0001,SKU0058,1398.0403518724731,99.86002513374808,14,1284.0,0.4001540318820339,1.281588578395264,36.69984120975226,44.63013039187702,0.0911725631497792
catboost,ml,STORE0007,SKU0039,213.45112419118632,15.246508870799023,14,183.0,0.3998549584887514,1.5342083082059863,5.226675528817252,6.162495852768727,0.0780242662105121
catboost,ml,STORE0002,SKU0026,1172.2777523988225,83.73412517134446,14,1008.0,0.3997264088756825,3.978766791660051,28.780301439049143,37.632729991962215,0.2728276119253713
catboost,ml,STORE0009,SKU0099,1250.698231677218,89.33558797694414,14,1318.0,0.3988750445657592,0.8726753257529148,37.55123633840504,46.71235997002467,0.1276492296124412
catboost,ml,STORE0002,SKU0038,1132.039664514328,80.85997603673772,14,1030.0,0.3930433314899739,0.6714647187735044,28.91675938819094,33.36742139115265,0.1136378580357951
catboost,ml,STORE0013,SKU0006,810.8030631863763,57.91450451331259,14,938.0,0.3920820972235233,0.5106705799150749,26.269500513976062,33.65205652368399,-0.0360337293202213
catboost,ml,STORE0003,SKU0008,296.07886382075196,21.148490272910855,14,243.0,0.391411347998069,0.606288632304976,6.793782683109341,7.768805138134037,0.1128525604011313
catboost,ml,STORE0006,SKU0091,241.484632533228,17.248902323802,14,294.0,0.3908583192529575,0.5368937252042378,8.208024704312107,10.698266214254431,0.0314501007254578
catboost,ml,STORE0005,SKU0075,537.4276053233945,38.38768609452818,14,553.0,0.3890281921465665,0.3542881110075455,15.366613589789376,18.10173375033548,-0.0986363104287414
catboost,ml,STORE0011,SKU0035,2236.130704911598,159.72362177939985,14,2625.0,0.3884435839409571,0.7621854679916781,72.83317198892946,86.70808696612157,0.005347306950722
catboost,ml,STORE0009,SKU0058,1273.4808609200272,90.9629186371448,14,1123.0,0.3880350053973455,2.816853636549602,31.125950790087074,40.51566707542391,0.1140980865191645
catboost,ml,STORE0011,SKU0100,1241.9565558724419,88.71118256231728,14,1173.0,0.3879829309232432,0.5136732739679989,32.50742699806888,36.08504538188305,0.1400438421606495
catboost,ml,STORE0006,SKU0012,625.2327133668482,44.65947952620344,14,852.0,0.3875491638127717,0.9652759497286266,23.58513482632011,27.40244208969853,0.2686275892661578
catboost,ml,STORE0006,SKU0098,568.2527971242303,40.58948550887359,14,581.0,0.3869916186886843,1.165004419184673,16.060152175580402,19.760969832670924,0.1036015442555878
