date,store_id,sku_id,catboost,tide,transformer
2024-01-01,STORE0001,SKU0001,100.09575386661729,93.8542760506413,105.9615478515625
2024-01-01,STORE0001,SKU0002,69.57345267411998,62.109385216424585,68.07781219482422
2024-01-01,STORE0001,SKU0004,97.80485413981529,96.89533672954065,99.31190490722656
2024-01-01,STORE0001,SKU0006,107.95342115611072,98.316414996825,106.72431182861328
2024-01-01,STORE0001,SKU0007,26.2058030428151,23.558464141440698,32.6262092590332
2024-01-01,STORE0001,SKU0008,28.279191648121323,23.792164091542123,29.53998565673828
2024-01-01,STORE0001,SKU0010,35.62156706565696,35.110733863071204,42.41048812866211
2024-01-01,STORE0001,SKU0011,20.232609736406538,17.968797438664126,24.561500549316406
2024-01-01,STORE0001,SKU0012,48.56103847833921,41.61009677807535,47.80339431762695
2024-01-01,STORE0001,SKU0014,61.0173280157315,56.4313273418483,61.63447189331055
2024-01-01,STORE0001,SKU0015,11.752574336889452,9.334459840895338,14.658889770507812
2024-01-01,STORE0001,SKU0016,24.53994969196446,23.075452992179343,29.064125061035156
2024-01-01,STORE0001,SKU0017,106.59640212513989,91.5061295055176,104.29928588867188
2024-01-01,STORE0001,SKU0018,94.42398708765705,84.1315852505728,98.15142822265625
2024-01-01,STORE0001,SKU0019,16.09967485328837,14.552262682985528,20.49793243408203
2024-01-01,STORE0001,SKU0020,48.59555418878298,45.91644939970164,53.63422393798828
2024-01-01,STORE0001,SKU0021,63.06105331910828,57.36975791543749,63.63370132446289
2024-01-01,STORE0001,SKU0023,75.67090268617036,67.59270496660692,72.96176147460938
2024-01-01,STORE0001,SKU0024,49.52069021392873,46.643438629553216,60.397499084472656
2024-01-01,STORE0001,SKU0026,109.03520924913002,101.30959452633029,95.01744079589844
2024-01-01,STORE0001,SKU0027,129.55737189452648,115.51938784340908,108.74369049072266
2024-01-01,STORE0001,SKU0029,39.0607707887464,29.547406367368517,35.168190002441406
2024-01-01,STORE0001,SKU0030,52.91244933529278,44.46110653641141,46.17228698730469
2024-01-01,STORE0001,SKU0031,56.808068952834525,43.76932134988717,54.45021438598633
2024-01-01,STORE0001,SKU0033,116.51419516152123,98.92492275762022,87.30339050292969
2024-01-01,STORE0001,SKU0035,165.9677732006473,161.72088682057108,145.10467529296875
2024-01-01,STORE0001,SKU0036,48.87871408255526,38.77612196370033,44.47820281982422
2024-01-01,STORE0001,SKU0037,101.90018941362166,87.6512675953401,90.46604919433594
2024-01-01,STORE0001,SKU0038,102.9632016061735,89.13879039464398,87.28697967529297
2024-01-01,STORE0001,SKU0039,17.716518392052205,13.108551969388241,19.828060150146484
2024-01-01,STORE0001,SKU0040,22.57603910922435,18.443875810671035,25.632137298583984
2024-01-01,STORE0001,SKU0041,89.89273567917063,76.52497564834957,74.12958526611328
2024-01-01,STORE0001,SKU0042,17.81114852763738,12.045595384382185,17.19021224975586
2024-01-01,STORE0001,SKU0043,49.478846599375245,38.219362593551665,46.09918975830078
2024-01-01,STORE0001,SKU0045,73.63965709433992,54.86009582112702,66.49805450439453
2024-01-01,STORE0001,SKU0046,98.77304503793832,84.171842067612,85.04405212402344
2024-01-01,STORE0001,SKU0047,80.40542505182187,69.14073020994302,69.16725158691406
2024-01-01,STORE0001,SKU0048,77.59131701238043,66.41428710307272,68.44635772705078
2024-01-01,STORE0001,SKU0049,48.54828767873563,44.3305538628389,54.291812896728516
2024-01-01,STORE0001,SKU0050,18.079853375472215,14.273823926148632,22.245235443115234
2024-01-01,STORE0001,SKU0051,69.00945201801771,60.329488918958326,75.39454650878906
2024-01-01,STORE0001,SKU0053,30.85863598455861,27.19696070152877,37.76653289794922
2024-01-01,STORE0001,SKU0054,80.08290173912522,68.35263450793157,90.39447021484375
2024-01-01,STORE0001,SKU0055,14.491896056228484,12.306669700618363,17.420886993408203
2024-01-01,STORE0001,SKU0056,23.592621019545387,21.39978875877603,26.517040252685547
2024-01-01,STORE0001,SKU0058,95.56432307281958,90.4288244834628,98.26608276367188
2024-01-01,STORE0001,SKU0059,27.535049800487624,23.400562683237066,29.822120666503906
2024-01-01,STORE0001,SKU0060,58.66126285888791,57.186608238153156,63.24061584472656
2024-01-01,STORE0001,SKU0061,89.11506311871776,85.08826179804402,100.49111938476562
2024-01-01,STORE0001,SKU0062,19.563100763038708,16.041461941644464,21.95486068725586
2024-01-01,STORE0001,SKU0063,52.355333514114,46.04974820283984,54.41913604736328
2024-01-01,STORE0001,SKU0065,61.08423354551216,55.41839466421601,62.47475051879883
2024-01-01,STORE0001,SKU0066,29.342485807996816,27.08371978480754,34.84446716308594
2024-01-01,STORE0001,SKU0067,40.4216455131279,37.097945991394035,44.99877166748047
2024-01-01,STORE0001,SKU0068,41.56028449422493,40.230797232611906,42.99455261230469
2024-01-01,STORE0001,SKU0069,81.45692867797939,74.98965263089076,88.85549926757812
2024-01-01,STORE0001,SKU0070,104.7661269663969,101.18981143002544,110.83702087402344
2024-01-01,STORE0001,SKU0072,35.04144171750058,32.85227129507933,42.4216423034668
2024-01-01,STORE0001,SKU0073,10.718126171513454,8.450711971199766,11.339706420898438
2024-01-01,STORE0001,SKU0074,55.539834471561946,53.57820384919951,60.83124542236328
2024-01-01,STORE0001,SKU0076,28.870947834806884,26.04848656651142,34.308311462402344
2024-01-01,STORE0001,SKU0077,53.47259160870466,49.71636341947687,56.16680908203125
2024-01-01,STORE0001,SKU0078,31.327426722252284,28.047801194797557,32.8508186340332
2024-01-01,STORE0001,SKU0080,79.36442561811744,76.10426309283568,84.91265106201172
2024-01-01,STORE0001,SKU0081,68.82028491844846,65.26021265246825,78.52742004394531
2024-01-01,STORE0001,SKU0082,63.33571435005023,58.56068581953142,59.99741744995117
2024-01-01,STORE0001,SKU0084,25.70220956854257,22.45859498054982,29.267833709716797
2024-01-01,STORE0001,SKU0086,8.488099907306868,6.780180817021802,10.892372131347656
2024-01-01,STORE0001,SKU0087,31.86313009784575,28.511248221746012,35.390594482421875
2024-01-01,STORE0001,SKU0090,21.24850888618055,19.0212437473804,23.200489044189453
2024-01-01,STORE0001,SKU0092,92.44993467094798,91.50923980534269,102.78651428222656
2024-01-01,STORE0001,SKU0093,73.99340853256663,73.78551384816222,81.08252716064453
2024-01-01,STORE0001,SKU0094,65.08345206027239,58.09620815565727,62.38334274291992
2024-01-01,STORE0001,SKU0095,31.361116072238477,28.44684293655386,34.93007278442383
2024-01-01,STORE0001,SKU0096,93.70597524952439,91.59339464105798,99.92350769042969
2024-01-01,STORE0001,SKU0097,70.96443788425088,65.3222413188279,73.73988342285156
2024-01-01,STORE0001,SKU0098,42.09053144374118,40.30912832541393,42.53647994995117
2024-01-01,STORE0001,SKU0099,90.33358031132377,97.13797788966198,106.67472839355469
2024-01-01,STORE0001,SKU0100,85.69528216214636,78.87766694631378,84.22771453857422
2024-01-01,STORE0001,SKU0101,15.869665581185778,13.691325655783658,18.35885238647461
